#StageNum, CellCount, Sqrt/log, StemCount, DiffCount, MutantCount
0 5 1.6094379124341003 5 0 0
1 14 2.6390573296152584 14 0 0
2 54 3.9889840465642745 54 0 0
3 108 4.68213122712422 108 0 0
4 285 5.652489180268651 285 0 0
5 675 6.51471269087253 675 0 0
6 1555 7.349230824613334 1555 0 0
7 3243 8.084254106307318 3243 0 0
8 5491 8.610865667278873 5491 0 0
9 7528 8.926384681265215 7528 0 0
10 8879 9.091444217032327 8879 0 0
11 9486 9.157572306437528 9486 0 0
12 9719 9.181838011503471 9719 0 0
13 9808 9.190953658175992 9808 0 0
14 9855 9.19573421958682 9855 0 0
15 9852 9.195429759240428 9852 0 0
16 9863 9.196545660953994 9863 0 0
17 9863 9.196545660953994 9863 0 0
18 9861 9.19634286233233 9861 0 0
19 9843 9.194515821629212 9843 0 0
20 9875 9.197761589769323 9875 0 0
21 9867 9.196951134857168 9867 0 0
22 9877 9.197964100908127 9877 0 0
23 9880 9.198267790741914 9880 0 0
24 9880 9.198267790741914 9880 0 0
25 9867 9.196951134857168 9867 0 0
26 9866 9.196849781793684 9866 0 0
27 9881 9.198369000194964 9881 0 0
28 9893 9.199582715323222 9893 0 0
29 9874 9.197660318818809 9874 0 0
30 9874 9.197660318818809 9874 0 0
31 9868 9.197052477649247 9868 0 0
32 9878 9.19806534110057 9878 0 0
33 9862 9.196444266784072 9862 0 0
34 9882 9.198470199405696 9882 0 0
35 9885 9.198773735604718 9885 0 0
36 9884 9.1986725671085 9884 0 0
37 9887 9.198976041897133 9887 0 0
38 9881 9.198369000194964 9881 0 0
39 9888 9.199077179697472 9888 0 0
40 9888 9.199077179697472 9888 0 0
41 9865 9.196748418456716 9865 0 0
42 9866 9.196849781793684 9866 0 0
43 9858 9.196038587265322 9858 0 0
44 9877 9.197964100908127 9877 0 0
45 9851 9.19532825185568 9851 0 0
46 9865 9.196748418456716 9865 0 0
47 9864 9.19664704484418 9864 0 0
48 9868 9.197052477649247 9868 0 0
49 9881 9.198369000194964 9881 0 0
50 9860 9.19624144759668 9860 0 0
51 9856 9.1958356857733 9856 0 0
52 9873 9.19755903761145 9873 0 0
53 9869 9.197153810172008 9869 0 0
54 9853 9.195531256322475 9853 0 0
55 9870 9.197255132427527 9870 0 0
56 9884 9.1986725671085 9884 0 0
57 9889 9.19917830726999 9889 0 0
58 9863 9.196545660953994 9863 0 0
59 9861 9.19634286233233 9861 0 0
60 9858 9.196038587265322 9858 0 0
61 9859 9.196140022575042 9859 0 0
62 9875 9.197761589769323 9875 0 0
63 9880 9.198267790741914 9880 0 0
64 9877 9.197964100908127 9877 0 0
65 9865 9.196748418456716 9865 0 0
66 9872 9.197457746145169 9872 0 0
67 9864 9.19664704484418 9864 0 0
68 9862 9.196444266784072 9862 0 0
69 9880 9.198267790741914 9880 0 0
70 9872 9.197457746145169 9872 0 0
71 9889 9.19917830726999 9889 0 0
72 9880 9.198267790741914 9880 0 0
73 9872 9.197457746145169 9872 0 0
74 9850 9.195226734166134 9850 0 0
75 9865 9.196748418456716 9865 0 0
76 9895 9.199784858036667 9895 0 0
77 9883 9.198571388376184 9883 0 0
78 9866 9.196849781793684 9866 0 0
79 9865 9.196748418456716 9865 0 0
80 9878 9.19806534110057 9878 0 0
81 9880 9.198267790741914 9880 0 0
82 9882 9.198470199405696 9882 0 0
83 9883 9.198571388376184 9883 0 0
84 9865 9.196748418456716 9865 0 0
85 9846 9.194820560318146 9846 0 0
86 9850 9.195226734166134 9850 0 0
87 9860 9.19624144759668 9860 0 0
88 9867 9.196951134857168 9867 0 0
89 9887 9.198976041897133 9887 0 0
90 9860 9.19624144759668 9860 0 0
91 9867 9.196951134857168 9867 0 0
92 9870 9.197255132427527 9870 0 0
93 9865 9.196748418456716 9865 0 0
94 9865 9.196748418456716 9865 0 0
95 9885 9.198773735604718 9885 0 0
96 9887 9.198976041897133 9887 0 0
97 9877 9.197964100908127 9877 0 0
98 9869 9.197153810172008 9869 0 0
99 9879 9.198166571044474 9879 0 0
100 9867 9.196951134857168 9867 0 0
101 9870 9.197255132427527 9870 0 0
102 9872 9.197457746145169 9872 0 0
103 9869 9.197153810172008 9869 0 0
104 9874 9.197660318818809 9874 0 0
105 9881 9.198369000194964 9881 0 0
106 9864 9.19664704484418 9864 0 0
107 9880 9.198267790741914 9880 0 0
108 9871 9.197356444417888 9871 0 0
109 9872 9.197457746145169 9872 0 0
110 9859 9.196140022575042 9859 0 0
111 9877 9.197964100908127 9877 0 0
112 9883 9.198571388376184 9883 0 0
113 9866 9.196849781793684 9866 0 0
114 9862 9.196444266784072 9862 0 0
115 9870 9.197255132427527 9870 0 0
116 9878 9.19806534110057 9878 0 0
117 9882 9.198470199405696 9882 0 0
118 9881 9.198369000194964 9881 0 0
119 9873 9.19755903761145 9873 0 0
120 9896 9.199885914072324 9896 0 0
121 9886 9.198874893866904 9886 0 0
122 9885 9.198773735604718 9885 0 0
123 9892 9.199481628641307 9892 0 0
124 9888 9.199077179697472 9888 0 0
125 9884 9.1986725671085 9884 0 0
126 9881 9.198369000194964 9881 0 0
127 9881 9.198369000194964 9881 0 0
128 9882 9.198470199405696 9882 0 0
129 9867 9.196951134857168 9867 0 0
130 9870 9.197255132427527 9870 0 0
131 9867 9.196951134857168 9867 0 0
132 9881 9.198369000194964 9881 0 0
133 9869 9.197153810172008 9869 0 0
134 9853 9.195531256322475 9853 0 0
135 9868 9.197052477649247 9868 0 0
136 9873 9.19755903761145 9873 0 0
137 9881 9.198369000194964 9881 0 0
138 9850 9.195226734166134 9850 0 0
139 9857 9.19593714166544 9857 0 0
140 9849 9.195125206169703 9849 0 0
141 9864 9.19664704484418 9864 0 0
142 9869 9.197153810172008 9869 0 0
143 9867 9.196951134857168 9867 0 0
144 9866 9.196849781793684 9866 0 0
145 9870 9.197255132427527 9870 0 0
146 9870 9.197255132427527 9870 0 0
147 9884 9.1986725671085 9884 0 0
148 9896 9.199885914072324 9896 0 0
149 9886 9.198874893866904 9886 0 0
150 9886 9.198874893866904 9886 0 0
151 9874 9.197660318818809 9874 0 0
152 9861 9.19634286233233 9861 0 0
153 9868 9.197052477649247 9868 0 0
154 9868 9.197052477649247 9868 0 0
155 9887 9.198976041897133 9887 0 0
156 9885 9.198773735604718 9885 0 0
157 9883 9.198571388376184 9883 0 0
158 9877 9.197964100908127 9877 0 0
159 9875 9.197761589769323 9875 0 0
160 9877 9.197964100908127 9877 0 0
161 9870 9.197255132427527 9870 0 0
162 9866 9.196849781793684 9866 0 0
163 9880 9.198267790741914 9880 0 0
164 9880 9.198267790741914 9880 0 0
165 9880 9.198267790741914 9880 0 0
166 9877 9.197964100908127 9877 0 0
167 9872 9.197457746145169 9872 0 0
168 9877 9.197964100908127 9877 0 0
169 9870 9.197255132427527 9870 0 0
170 9868 9.197052477649247 9868 0 0
171 9869 9.197153810172008 9869 0 0
172 9869 9.197153810172008 9869 0 0
173 9874 9.197660318818809 9874 0 0
174 9871 9.197356444417888 9871 0 0
175 9890 9.199279424616758 9890 0 0
176 9893 9.199582715323222 9893 0 0
177 9888 9.199077179697472 9888 0 0
178 9883 9.198571388376184 9883 0 0
179 9869 9.197153810172008 9869 0 0
180 9887 9.198976041897133 9887 0 0
181 9879 9.198166571044474 9879 0 0
182 9870 9.197255132427527 9870 0 0
183 9868 9.197052477649247 9868 0 0
184 9872 9.197457746145169 9872 0 0
185 9878 9.19806534110057 9878 0 0
186 9881 9.198369000194964 9881 0 0
187 9884 9.1986725671085 9884 0 0
188 9876 9.19786285046507 9876 0 0
189 9885 9.198773735604718 9885 0 0
190 9863 9.196545660953994 9863 0 0
191 9852 9.195429759240428 9852 0 0
192 9886 9.198874893866904 9886 0 0
193 9886 9.198874893866904 9886 0 0
194 9870 9.197255132427527 9870 0 0
195 9869 9.197153810172008 9869 0 0
196 9866 9.196849781793684 9866 0 0
197 9849 9.195125206169703 9849 0 0
198 9857 9.19593714166544 9857 0 0
199 9860 9.19624144759668 9860 0 0
200 9868 9.197052477649247 9868 0 0
