#StageNum, CellCount, Sqrt/log, StemCount, DiffCount
0 4 2.0 4 0
1 7 2.6457513110645907 6 1
2 8 2.8284271247461903 3 5
3 10 3.1622776601683795 3 7
4 14 3.7416573867739413 6 8
5 23 4.795831523312719 6 17
6 26 5.0990195135927845 4 22
7 27 5.196152422706632 1 26
8 26 5.0990195135927845 1 25
9 25 5.0 1 24
10 25 5.0 0 25
11 25 5.0 0 25
12 23 4.795831523312719 0 23
13 22 4.69041575982343 0 22
14 22 4.69041575982343 0 22
15 22 4.69041575982343 0 22
16 21 4.58257569495584 0 21
17 21 4.58257569495584 0 21
18 21 4.58257569495584 0 21
19 21 4.58257569495584 0 21
20 21 4.58257569495584 0 21
21 21 4.58257569495584 0 21
22 20 4.47213595499958 0 20
23 19 4.358898943540674 0 19
24 19 4.358898943540674 0 19
25 19 4.358898943540674 0 19
26 18 4.242640687119285 0 18
27 18 4.242640687119285 0 18
28 18 4.242640687119285 0 18
29 18 4.242640687119285 0 18
30 18 4.242640687119285 0 18
31 18 4.242640687119285 0 18
32 18 4.242640687119285 0 18
33 18 4.242640687119285 0 18
34 18 4.242640687119285 0 18
35 17 4.123105625617661 0 17
36 17 4.123105625617661 0 17
37 17 4.123105625617661 0 17
38 17 4.123105625617661 0 17
39 17 4.123105625617661 0 17
40 17 4.123105625617661 0 17
41 17 4.123105625617661 0 17
42 16 4.0 0 16
43 16 4.0 0 16
44 16 4.0 0 16
45 16 4.0 0 16
46 16 4.0 0 16
47 16 4.0 0 16
48 16 4.0 0 16
49 15 3.872983346207417 0 15
50 15 3.872983346207417 0 15
51 15 3.872983346207417 0 15
52 15 3.872983346207417 0 15
53 15 3.872983346207417 0 15
54 15 3.872983346207417 0 15
55 15 3.872983346207417 0 15
56 14 3.7416573867739413 0 14
57 14 3.7416573867739413 0 14
58 13 3.605551275463989 0 13
59 13 3.605551275463989 0 13
60 13 3.605551275463989 0 13
61 12 3.4641016151377544 0 12
62 11 3.3166247903554 0 11
63 11 3.3166247903554 0 11
64 11 3.3166247903554 0 11
65 11 3.3166247903554 0 11
66 11 3.3166247903554 0 11
67 11 3.3166247903554 0 11
68 11 3.3166247903554 0 11
69 10 3.1622776601683795 0 10
70 10 3.1622776601683795 0 10
71 9 3.0 0 9
72 9 3.0 0 9
73 8 2.8284271247461903 0 8
74 8 2.8284271247461903 0 8
75 8 2.8284271247461903 0 8
76 8 2.8284271247461903 0 8
77 7 2.6457513110645907 0 7
78 7 2.6457513110645907 0 7
79 7 2.6457513110645907 0 7
80 7 2.6457513110645907 0 7
81 7 2.6457513110645907 0 7
82 7 2.6457513110645907 0 7
83 7 2.6457513110645907 0 7
84 7 2.6457513110645907 0 7
85 7 2.6457513110645907 0 7
86 7 2.6457513110645907 0 7
87 7 2.6457513110645907 0 7
88 6 2.449489742783178 0 6
89 6 2.449489742783178 0 6
90 6 2.449489742783178 0 6
91 6 2.449489742783178 0 6
92 6 2.449489742783178 0 6
93 6 2.449489742783178 0 6
94 6 2.449489742783178 0 6
95 6 2.449489742783178 0 6
96 6 2.449489742783178 0 6
97 6 2.449489742783178 0 6
98 6 2.449489742783178 0 6
99 6 2.449489742783178 0 6
100 6 2.449489742783178 0 6
101 6 2.449489742783178 0 6
102 6 2.449489742783178 0 6
103 6 2.449489742783178 0 6
104 6 2.449489742783178 0 6
105 6 2.449489742783178 0 6
106 6 2.449489742783178 0 6
107 6 2.449489742783178 0 6
108 6 2.449489742783178 0 6
109 6 2.449489742783178 0 6
110 6 2.449489742783178 0 6
111 6 2.449489742783178 0 6
112 6 2.449489742783178 0 6
113 6 2.449489742783178 0 6
114 6 2.449489742783178 0 6
115 6 2.449489742783178 0 6
116 6 2.449489742783178 0 6
117 6 2.449489742783178 0 6
118 6 2.449489742783178 0 6
119 6 2.449489742783178 0 6
120 6 2.449489742783178 0 6
121 5 2.23606797749979 0 5
122 5 2.23606797749979 0 5
123 5 2.23606797749979 0 5
124 5 2.23606797749979 0 5
125 5 2.23606797749979 0 5
126 5 2.23606797749979 0 5
127 5 2.23606797749979 0 5
128 4 2.0 0 4
129 4 2.0 0 4
130 4 2.0 0 4
131 4 2.0 0 4
132 4 2.0 0 4
133 4 2.0 0 4
134 4 2.0 0 4
135 4 2.0 0 4
136 4 2.0 0 4
137 4 2.0 0 4
138 4 2.0 0 4
139 4 2.0 0 4
140 4 2.0 0 4
141 3 1.7320508075688772 0 3
142 3 1.7320508075688772 0 3
143 3 1.7320508075688772 0 3
144 3 1.7320508075688772 0 3
145 3 1.7320508075688772 0 3
146 3 1.7320508075688772 0 3
147 3 1.7320508075688772 0 3
148 3 1.7320508075688772 0 3
149 3 1.7320508075688772 0 3
150 3 1.7320508075688772 0 3
151 3 1.7320508075688772 0 3
152 3 1.7320508075688772 0 3
153 3 1.7320508075688772 0 3
154 3 1.7320508075688772 0 3
155 3 1.7320508075688772 0 3
156 3 1.7320508075688772 0 3
157 3 1.7320508075688772 0 3
158 3 1.7320508075688772 0 3
159 3 1.7320508075688772 0 3
160 3 1.7320508075688772 0 3
161 3 1.7320508075688772 0 3
162 3 1.7320508075688772 0 3
163 3 1.7320508075688772 0 3
164 3 1.7320508075688772 0 3
165 3 1.7320508075688772 0 3
166 3 1.7320508075688772 0 3
167 3 1.7320508075688772 0 3
168 3 1.7320508075688772 0 3
169 3 1.7320508075688772 0 3
170 3 1.7320508075688772 0 3
171 3 1.7320508075688772 0 3
172 3 1.7320508075688772 0 3
173 3 1.7320508075688772 0 3
174 3 1.7320508075688772 0 3
175 3 1.7320508075688772 0 3
176 3 1.7320508075688772 0 3
177 3 1.7320508075688772 0 3
178 3 1.7320508075688772 0 3
179 3 1.7320508075688772 0 3
180 3 1.7320508075688772 0 3
181 3 1.7320508075688772 0 3
182 3 1.7320508075688772 0 3
183 3 1.7320508075688772 0 3
184 3 1.7320508075688772 0 3
185 3 1.7320508075688772 0 3
186 3 1.7320508075688772 0 3
187 3 1.7320508075688772 0 3
188 3 1.7320508075688772 0 3
189 3 1.7320508075688772 0 3
190 3 1.7320508075688772 0 3
191 3 1.7320508075688772 0 3
192 3 1.7320508075688772 0 3
193 3 1.7320508075688772 0 3
194 3 1.7320508075688772 0 3
195 3 1.7320508075688772 0 3
196 3 1.7320508075688772 0 3
197 3 1.7320508075688772 0 3
198 3 1.7320508075688772 0 3
199 2 1.4142135623730951 0 2
200 2 1.4142135623730951 0 2
