#StageNum, CellCount, Sqrt/log, StemCount, DiffCount
172 9869 99.34284070832683 9869 0
173 9842 99.20685460188726 9842 0
174 9874 99.36800289831733 9874 0
175 9869 99.34284070832683 9869 0
176 9874 99.36800289831733 9874 0
177 9883 99.41327879111522 9883 0
178 9881 99.40321926376429 9881 0
179 9902 99.508793581271 9902 0
180 9903 99.51381813597547 9903 0
181 9880 99.39818911831343 9880 0
182 9889 99.443451267542 9889 0
183 9892 99.45853407325085 9892 0
184 9886 99.42836617384397 9886 0
185 9895 99.47361459201129 9895 0
186 9895 99.47361459201129 9895 0
187 9894 99.46858800646564 9894 0
188 9895 99.47361459201129 9895 0
189 9902 99.508793581271 9902 0
190 9883 99.41327879111522 9883 0
191 9892 99.45853407325085 9892 0
192 9881 99.40321926376429 9881 0
193 9898 99.48869282486326 9898 0
194 9899 99.49371839468057 9899 0
195 9884 99.41830817309254 9884 0
196 9893 99.46356116689167 9893 0
197 9909 99.54396013822235 9909 0
198 9896 99.4786409235671 9896 0
199 9902 99.508793581271 9902 0
200 9896 99.4786409235671 9896 0
