#StageNum, CellCount, Sqrt/log, StemCount, DiffCount
139 5353 8.585412430393381 1184 4124
140 5362 8.587092318795905 1192 4125
141 5366 8.58783803098557 1183 4138
142 5372 8.588955557643128 1189 4138
143 5370 8.58858318750291 1193 4132
144 5376 8.589699882202986 1183 4148
145 5390 8.592300663903043 1190 4155
146 5400 8.594154232552366 1193 4162
147 5407 8.595449689382004 1195 4167
148 5412 8.59637398929068 1198 4169
149 5415 8.596928159435091 1201 4169
150 5406 8.595264726836392 1210 4151
151 5399 8.593969030218288 1192 4162
152 5382 8.590815331286851 1177 4160
153 5385 8.591372589590488 1182 4157
154 5379 8.590257762273243 1161 4171
155 5362 8.587092318795905 1161 4154
156 5358 8.586346050104554 1167 4144
157 5357 8.58615939588096 1178 4132
158 5354 8.585599224080298 1185 4121
159 5362 8.587092318795905 1183 4131
160 5354 8.585599224080298 1175 4131
161 5342 8.583355393669907 1166 4128
162 5348 8.584477938221834 1168 4132
163 5338 8.58260632996447 1157 4133
164 5349 8.58466490653125 1159 4142
165 5368 8.588210678651517 1153 4166
166 5363 8.587278798982926 1143 4171
167 5360 8.586719254064848 1137 4174
168 5361 8.586905803827538 1129 4182
169 5380 8.59044365315583 1124 4205
170 5361 8.586905803827538 1108 4202
171 5349 8.58466490653125 1109 4189
172 5359 8.58653266949485 1114 4193
173 5341 8.58316818033977 1102 4187
174 5340 8.582980931954241 1102 4186
175 5342 8.583355393669907 1114 4176
176 5352 8.585225601808064 1119 4181
177 5340 8.582980931954241 1107 4181
178 5337 8.582418976333944 1097 4187
179 5336 8.58223158759546 1099 4184
180 5339 8.582793648500186 1087 4199
181 5343 8.583542571957771 1074 4215
182 5339 8.582793648500186 1063 4222
183 5331 8.581294116822761 1069 4208
184 5343 8.583542571957771 1085 4204
185 5340 8.582980931954241 1087 4199
186 5338 8.58260632996447 1076 4208
187 5339 8.582793648500186 1072 4213
188 5333 8.581669210600602 1051 4228
189 5346 8.584103896698863 1046 4246
190 5341 8.58316818033977 1045 4242
191 5344 8.583729715216482 1037 4253
192 5343 8.583542571957771 1037 4252
193 5345 8.583916823459145 1033 4258
194 5347 8.584290934948731 1033 4260
195 5339 8.582793648500186 1034 4250
196 5339 8.582793648500186 1036 4248
197 5320 8.57922858233569 1037 4227
198 5341 8.58316818033977 1045 4239
199 5330 8.58110651715989 1037 4236
200 5336 8.58223158759546 1032 4246
