#StageNum, CellCount, Sqrt/log, StemCount, DiffCount
0 4 1.3862943611198906 4 0
1 5 1.6094379124341003 5 0
2 8 2.0794415416798357 8 0
3 32 3.4657359027997265 32 0
4 97 4.574710978503383 97 0
5 219 5.389071729816501 219 0
6 492 6.198478716492308 492 0
7 1124 7.024649030453636 1124 0
8 2276 7.730174795246222 2276 0
9 3618 8.193676665955241 3618 0
10 4637 8.441822884391462 4637 0
11 5141 8.545002892055505 5141 0
12 5410 8.596004371840527 5410 0
13 5495 8.611593866837723 5495 0
14 5548 8.621192781434722 5548 0
15 5559 8.62317351495347 5559 0
16 5572 8.625509334899697 5572 0
17 5559 8.62317351495347 5559 0
18 5570 8.62515033292133 5570 0
19 5576 8.62622695244036 5576 0
20 5567 8.624611588183507 5567 0
21 5575 8.62604759632832 5575 0
22 5558 8.62299361030245 5558 0
23 5565 8.624252263709645 5565 0
24 5561 8.623533227187563 5561 0
25 5556 8.622633703874234 5556 0
26 5570 8.62515033292133 5570 0
27 5578 8.626585568187433 5578 0
28 5575 8.62604759632832 5575 0
29 5574 8.625868208041894 5574 0
30 5576 8.62622695244036 5576 0
31 5581 8.627123250788433 5581 0
32 5572 8.625509334899697 5572 0
33 5575 8.62604759632832 5575 0
34 5571 8.625329850020815 5571 0
35 5579 8.626764827845529 5579 0
36 5572 8.625509334899697 5572 0
37 5573 8.625688787569537 5573 0
38 5569 8.624970783589669 5569 0
39 5570 8.62515033292133 5570 0
40 5577 8.626406276389554 5577 0
41 5567 8.624611588183507 5567 0
42 5549 8.621373010325902 5549 0
43 5548 8.621192781434722 5548 0
44 5562 8.62371303479391 5562 0
45 5569 8.624970783589669 5569 0
46 5555 8.62245370207373 5555 0
47 5574 8.625868208041894 5574 0
48 5559 8.62317351495347 5559 0
49 5547 8.621012520055235 5547 0
50 5560 8.623353387244627 5560 0
51 5563 8.623892810075294 5563 0
52 5574 8.625868208041894 5574 0
53 5565 8.624252263709645 5565 0
54 5568 8.624791202014256 5568 0
55 5560 8.623353387244627 5560 0
56 5556 8.622633703874234 5556 0
57 5568 8.624791202014256 5568 0
58 5565 8.624252263709645 5565 0
59 5560 8.623353387244627 5560 0
60 5567 8.624611588183507 5567 0
