#StageNum, CellCount, Sqrt/log, StemCount, DiffCount
138 9522 9.161360189754465 1988 7456
139 9511 9.160204302482386 1981 7451
140 9510 9.160099155539436 1969 7462
141 9524 9.161570207606754 1987 7458
142 9520 9.161150127785412 1987 7454
143 9527 9.161885151706779 1993 7455
144 9527 9.161885151706779 2005 7441
145 9536 9.16282938930513 2004 7451
146 9568 9.166179476190413 2009 7478
147 9550 9.164296433474776 2011 7458
148 9576 9.16701524723781 2022 7472
149 9559 9.165238398063762 2048 7429
150 9564 9.165761328578215 2038 7444
151 9546 9.163877497565842 2044 7420
152 9525 9.161675199994901 2039 7402
153 9513 9.160414563206457 2027 7402
154 9512 9.160309438370618 2027 7401
155 9527 9.161885151706779 2030 7411
156 9517 9.160834952072344 2029 7400
157 9528 9.161990111035136 2043 7395
158 9545 9.163772736159848 2034 7421
159 9546 9.163877497565842 2030 7425
160 9524 9.161570207606754 2026 7407
161 9536 9.16282938930513 2018 7426
162 9534 9.162619635764772 2007 7434
163 9526 9.161780181360806 2013 7420
164 9543 9.163563180417254 2008 7442
165 9548 9.16408698745872 2004 7451
166 9546 9.163877497565842 2016 7437
167 9536 9.16282938930513 1987 7455
168 9550 9.164296433474776 1989 7467
169 9516 9.160729871422848 1995 7426
170 9503 9.159362817211315 2002 7406
171 9496 9.158625936289503 1991 7409
172 9492 9.158204617555654 1977 7419
173 9497 9.158731238242952 1982 7418
174 9482 9.157150543462064 1981 7404
175 9467 9.15556734612889 1968 7402
176 9467 9.15556734612889 1964 7405
177 9469 9.1557785839835 1974 7397
178 9496 9.158625936289503 1963 7435
179 9514 9.160519676992227 1972 7444
180 9526 9.161780181360806 1985 7442
181 9536 9.16282938930513 1979 7457
182 9537 9.162934249578912 1971 7466
183 9522 9.161360189754465 1961 7461
184 9512 9.160309438370618 1944 7468
185 9504 9.159468041602427 1953 7449
186 9500 9.159047077588632 1955 7442
187 9493 9.158309963881798 1966 7423
188 9501 9.15915233520675 1968 7428
189 9502 9.159257581746866 1974 7421
190 9514 9.160519676992227 1965 7441
191 9498 9.158836529109067 1953 7437
192 9500 9.159047077588632 1949 7443
193 9508 9.159888828480085 1955 7445
194 9501 9.15915233520675 1956 7437
195 9501 9.15915233520675 1936 7457
196 9524 9.161570207606754 1933 7483
197 9516 9.160729871422848 1924 7484
198 9517 9.160834952072344 1925 7484
199 9511 9.160204302482386 1919 7484
200 9486 9.157572306437528 1930 7448
