#StageNum, TotalCellCount, StemCount, DiffCount, MutantCount
340 9734 4219 5515 0 
341 9732 4217 5514 0 
342 9733 4218 5515 0 
343 9732 4218 5514 0 
344 9733 4219 5514 0 
345 9730 4218 5512 0 
346 9731 4217 5513 0 
347 9734 4221 5513 0 
348 9734 4221 5512 0 
349 9733 4220 5512 0 
350 9732 4220 5512 0 
351 9733 4222 5510 0 
352 9734 4223 5511 0 
353 9733 4223 5510 0 
354 9733 4223 5509 0 
355 9736 4226 5510 0 
356 9734 4223 5511 0 
357 9734 4223 5511 0 
358 9734 4221 5512 0 
359 9733 4220 5513 0 
360 9732 4218 5513 0 
361 9732 4218 5514 0 
362 9734 4219 5514 0 
363 9735 4217 5517 0 
364 9733 4217 5515 0 
365 9734 4218 5516 0 
366 9735 4219 5515 0 
367 9732 4217 5514 0 
368 9731 4217 5514 0 
369 9733 4217 5516 0 
370 9735 4218 5517 0 
371 9736 4219 5516 0 
372 9733 4216 5516 0 
373 9733 4216 5516 0 
374 9732 4215 5516 0 
375 9730 4216 5514 0 
376 9729 4215 5514 0 
377 9730 4217 5512 0 
378 9732 4218 5514 0 
379 9735 4220 5515 0 
380 9735 4220 5515 0 
381 9733 4219 5514 0 
382 9733 4220 5512 0 
383 9732 4220 5512 0 
384 9731 4220 5511 0 
385 9733 4221 5512 0 
386 9733 4219 5513 0 
387 9732 4220 5512 0 
388 9732 4219 5513 0 
389 9731 4218 5512 0 
390 9734 4219 5515 0 
391 9736 4219 5517 0 
392 9735 4221 5514 0 
393 9736 4222 5513 0 
394 9736 4224 5512 0 
395 9735 4222 5512 0 
396 9734 4220 5513 0 
397 9735 4221 5514 0 
398 9734 4221 5512 0 
399 9733 4219 5513 0 
400 9733 4217 5515 0 
401 9735 4217 5517 0 
402 9733 4214 5518 0 
403 9733 4214 5518 0 
404 9733 4213 5519 0 
405 9732 4214 5518 0 
406 9731 4215 5516 0 
407 9731 4215 5515 0 
408 9731 4216 5514 0 
409 9733 4217 5516 0 
410 9732 4214 5518 0 
411 9731 4213 5518 0 
412 9732 4212 5519 0 
413 9732 4212 5519 0 
414 9732 4213 5519 0 
415 9733 4214 5518 0 
416 9733 4215 5517 0 
417 9734 4216 5517 0 
418 9733 4216 5516 0 
419 9734 4219 5514 0 
420 9735 4218 5516 0 
421 9733 4218 5514 0 
422 9734 4217 5517 0 
423 9734 4217 5517 0 
424 9735 4218 5516 0 
425 9734 4218 5516 0 
426 9734 4219 5514 0 
427 9736 4219 5516 0 
428 9737 4220 5516 0 
429 9736 4219 5516 0 
430 9735 4218 5516 0 
431 9735 4218 5517 0 
432 9735 4217 5517 0 
433 9733 4217 5516 0 
434 9733 4215 5517 0 
435 9733 4215 5518 0 
436 9731 4216 5515 0 
437 9730 4213 5516 0 
438 9731 4214 5516 0 
439 9733 4215 5517 0 
440 9731 4216 5515 0 
441 9732 4216 5516 0 
442 9731 4215 5516 0 
443 9731 4214 5517 0 
444 9732 4214 5517 0 
445 9730 4211 5518 0 
446 9731 4213 5518 0 
447 9732 4214 5518 0 
448 9732 4212 5520 0 
449 9734 4214 5520 0 
450 9734 4214 5520 0 
451 9733 4214 5519 0 
452 9735 4215 5520 0 
453 9734 4213 5520 0 
454 9734 4212 5522 0 
455 9735 4210 5524 0 
456 9733 4209 5523 0 
457 9731 4208 5523 0 
458 9731 4209 5521 0 
459 9732 4209 5522 0 
460 9732 4209 5523 0 
461 9732 4207 5524 0 
462 9731 4205 5526 0 
463 9734 4207 5527 0 
464 9733 4207 5526 0 
465 9734 4207 5526 0 
466 9734 4208 5525 0 
467 9735 4210 5524 0 
468 9733 4208 5525 0 
469 9733 4209 5523 0 
470 9733 4209 5524 0 
471 9731 4207 5523 0 
472 9729 4206 5523 0 
473 9731 4206 5524 0 
474 9730 4206 5524 0 
475 9731 4208 5522 0 
476 9733 4209 5523 0 
477 9735 4209 5526 0 
478 9736 4208 5528 0 
479 9734 4207 5527 0 
480 9734 4205 5528 0 
481 9733 4203 5529 0 
482 9733 4203 5529 0 
483 9734 4203 5530 0 
484 9734 4203 5531 0 
485 9734 4203 5530 0 
486 9734 4204 5530 0 
487 9733 4203 5529 0 
488 9731 4203 5528 0 
489 9729 4200 5529 0 
490 9729 4201 5527 0 
491 9731 4203 5527 0 
492 9731 4204 5526 0 
493 9732 4205 5527 0 
494 9734 4206 5527 0 
495 9733 4206 5526 0 
496 9732 4207 5525 0 
497 9733 4206 5526 0 
498 9733 4207 5526 0 
499 9733 4205 5528 0 
500 9734 4205 5529 0 
501 9732 4202 5530 0 
502 9735 4203 5532 0 
503 9733 4202 5530 0 
504 9732 4201 5531 0 
505 9732 4201 5530 0 
506 9734 4203 5531 0 
507 9736 4205 5530 0 
508 9733 4205 5527 0 
509 9733 4203 5530 0 
510 9731 4200 5531 0 
511 9732 4200 5531 0 
512 9730 4201 5529 0 
513 9732 4203 5528 0 
514 9733 4204 5529 0 
515 9734 4205 5529 0 
516 9734 4206 5528 0 
517 9733 4205 5528 0 
518 9732 4203 5528 0 
519 9732 4205 5526 0 
520 9732 4204 5527 0 
521 9733 4206 5527 0 
522 9731 4205 5525 0 
523 9731 4206 5525 0 
524 9732 4207 5524 0 
525 9733 4206 5527 0 
526 9734 4208 5526 0 
527 9735 4208 5526 0 
528 9734 4207 5526 0 
529 9733 4207 5525 0 
530 9732 4207 5525 0 
531 9732 4206 5526 0 
532 9732 4205 5527 0 
533 9733 4204 5529 0 
534 9732 4200 5531 0 
535 9733 4199 5534 0 
536 9733 4199 5534 0 
537 9734 4199 5534 0 
538 9733 4200 5533 0 
539 9733 4200 5532 0 
540 9732 4201 5531 0 
541 9732 4200 5531 0 
542 9734 4199 5534 0 
543 9734 4198 5535 0 
544 9734 4198 5536 0 
545 9734 4199 5535 0 
546 9736 4199 5536 0 
547 9734 4198 5535 0 
548 9733 4197 5535 0 
549 9732 4196 5535 0 
550 9734 4199 5534 0 
551 9735 4199 5535 0 
552 9733 4196 5536 0 
553 9733 4197 5535 0 
554 9734 4198 5535 0 
555 9732 4196 5536 0 
556 9730 4194 5535 0 
557 9730 4194 5535 0 
558 9729 4195 5534 0 
559 9731 4195 5536 0 
560 9732 4194 5537 0 
561 9733 4194 5539 0 
562 9733 4194 5538 0 
563 9733 4195 5537 0 
564 9731 4195 5536 0 
565 9731 4195 5535 0 
566 9732 4198 5534 0 
567 9733 4198 5534 0 
568 9731 4198 5533 0 
569 9731 4199 5531 0 
570 9730 4199 5531 0 
571 9732 4200 5532 0 
572 9734 4202 5531 0 
573 9736 4203 5532 0 
574 9735 4202 5533 0 
575 9733 4200 5532 0 
576 9734 4201 5532 0 
577 9734 4200 5533 0 
578 9733 4199 5533 0 
579 9732 4199 5533 0 
580 9732 4200 5532 0 
581 9731 4200 5530 0 
582 9732 4202 5529 0 
583 9734 4204 5529 0 
584 9736 4204 5531 0 
585 9735 4205 5530 0 
586 9734 4205 5529 0 
587 9734 4206 5528 0 
588 9736 4205 5530 0 
589 9735 4206 5528 0 
590 9733 4207 5526 0 
591 9732 4206 5526 0 
592 9732 4204 5527 0 
593 9732 4204 5528 0 
594 9735 4203 5531 0 
595 9733 4202 5530 0 
596 9733 4201 5532 0 
597 9733 4199 5533 0 
598 9733 4199 5534 0 
599 9734 4198 5535 0 
600 9734 4199 5534 0 
601 9733 4200 5532 0 
602 9734 4198 5535 0 
603 9731 4196 5534 0 
604 9731 4195 5535 0 
605 9732 4197 5535 0 
606 9732 4197 5534 0 
607 9731 4198 5532 0 
608 9730 4197 5532 0 
609 9731 4197 5534 0 
610 9732 4198 5533 0 
611 9732 4199 5533 0 
612 9732 4200 5532 0 
613 9732 4201 5531 0 
614 9730 4198 5531 0 
615 9731 4200 5531 0 
616 9733 4201 5532 0 
617 9734 4202 5532 0 
618 9733 4201 5531 0 
619 9734 4203 5531 0 
620 9733 4202 5530 0 
621 9732 4200 5531 0 
622 9731 4200 5530 0 
623 9731 4200 5531 0 
624 9733 4202 5531 0 
625 9733 4201 5532 0 
626 9733 4200 5532 0 
627 9732 4199 5533 0 
628 9732 4197 5534 0 
629 9732 4198 5534 0 
630 9732 4197 5534 0 
631 9731 4196 5534 0 
632 9732 4196 5535 0 
633 9731 4198 5533 0 
634 9731 4198 5533 0 
635 9733 4199 5533 0 
636 9733 4198 5535 0 
637 9732 4199 5532 0 
638 9731 4198 5533 0 
639 9730 4196 5533 0 
640 9732 4199 5533 0 
641 9732 4198 5534 0 
642 9732 4199 5533 0 
643 9732 4198 5534 0 
644 9733 4201 5532 0 
645 9732 4202 5530 0 
646 9733 4204 5528 0 
647 9733 4205 5527 0 
648 9734 4205 5529 0 
649 9732 4204 5527 0 
650 9733 4204 5528 0 
651 9732 4204 5528 0 
652 9732 4203 5528 0 
653 9732 4202 5530 0 
654 9732 4205 5527 0 
655 9732 4205 5526 0 
656 9733 4206 5526 0 
657 9733 4205 5527 0 
658 9731 4203 5527 0 
659 9731 4205 5525 0 
660 9732 4207 5524 0 
661 9733 4207 5525 0 
662 9732 4208 5524 0 
663 9731 4205 5525 0 
664 9730 4206 5524 0 
665 9732 4207 5524 0 
666 9731 4206 5525 0 
667 9732 4204 5527 0 
668 9731 4203 5527 0 
669 9733 4204 5529 0 
670 9733 4204 5529 0 
671 9732 4202 5530 0 
672 9732 4202 5530 0 
673 9733 4201 5532 0 
674 9733 4201 5531 0 
675 9732 4202 5530 0 
676 9730 4199 5530 0 
677 9731 4202 5529 0 
678 9732 4202 5529 0 
679 9731 4201 5530 0 
680 9730 4200 5529 0 
681 9730 4200 5530 0 
682 9732 4201 5530 0 
683 9732 4202 5529 0 
684 9731 4202 5529 0 
685 9731 4202 5528 0 
686 9729 4201 5528 0 
687 9729 4200 5528 0 
688 9728 4197 5530 0 
689 9729 4198 5530 0 
690 9731 4198 5532 0 
691 9731 4199 5532 0 
692 9731 4200 5531 0 
693 9731 4197 5533 0 
694 9734 4198 5535 0 
695 9734 4199 5535 0 
696 9731 4198 5533 0 
697 9732 4198 5533 0 
698 9730 4198 5532 0 
699 9730 4199 5531 0 
700 9732 4201 5531 0 
701 9733 4203 5530 0 
702 9732 4201 5530 0 
703 9733 4202 5531 0 
704 9733 4203 5530 0 
705 9736 4205 5531 0 
706 9733 4204 5529 0 
707 9734 4205 5529 0 
708 9734 4206 5528 0 
709 9734 4207 5526 0 
710 9733 4208 5525 0 
711 9733 4206 5526 0 
712 9734 4205 5528 0 
713 9735 4204 5530 0 
714 9734 4204 5529 0 
715 9734 4207 5527 0 
716 9733 4206 5527 0 
717 9734 4206 5527 0 
718 9734 4206 5527 0 
719 9732 4207 5525 0 
720 9730 4204 5525 0 
721 9728 4204 5523 0 
722 9729 4203 5526 0 
723 9729 4204 5525 0 
724 9731 4205 5525 0 
725 9730 4205 5525 0 
726 9731 4205 5525 0 
727 9731 4206 5525 0 
728 9731 4206 5525 0 
729 9731 4206 5524 0 
730 9732 4208 5524 0 
731 9733 4206 5526 0 
732 9733 4206 5527 0 
733 9734 4205 5528 0 
734 9733 4204 5529 0 
735 9732 4202 5529 0 
736 9732 4203 5528 0 
737 9734 4203 5531 0 
738 9734 4203 5530 0 
739 9735 4204 5530 0 
740 9735 4205 5530 0 
741 9736 4205 5530 0 
742 9734 4204 5529 0 
743 9733 4205 5527 0 
744 9733 4204 5529 0 
745 9735 4206 5528 0 
746 9735 4204 5530 0 
747 9736 4205 5531 0 
748 9737 4205 5531 0 
749 9734 4203 5531 0 
750 9734 4203 5531 0 
751 9735 4203 5532 0 
752 9734 4202 5531 0 
753 9732 4201 5531 0 
754 9731 4200 5531 0 
755 9731 4200 5530 0 
756 9732 4200 5532 0 
757 9734 4200 5533 0 
758 9734 4198 5535 0 
759 9733 4197 5535 0 
760 9731 4197 5533 0 
761 9732 4197 5534 0 
762 9731 4196 5535 0 
763 9733 4197 5535 0 
764 9732 4196 5536 0 
765 9734 4195 5538 0 
766 9733 4195 5537 0 
767 9732 4194 5538 0 
768 9734 4197 5536 0 
769 9734 4195 5538 0 
770 9732 4195 5537 0 
771 9733 4196 5536 0 
772 9734 4195 5538 0 
773 9732 4194 5537 0 
774 9733 4196 5536 0 
775 9730 4195 5534 0 
776 9729 4194 5534 0 
777 9731 4196 5534 0 
778 9732 4195 5537 0 
779 9732 4194 5538 0 
780 9731 4194 5537 0 
781 9734 4195 5539 0 
782 9733 4194 5538 0 
783 9733 4196 5537 0 
784 9733 4197 5536 0 
785 9732 4196 5536 0 
786 9734 4197 5537 0 
787 9733 4195 5537 0 
788 9733 4195 5537 0 
789 9732 4195 5537 0 
790 9731 4195 5535 0 
791 9730 4196 5534 0 
792 9731 4196 5534 0 
793 9730 4197 5533 0 
794 9731 4197 5534 0 
795 9732 4198 5533 0 
796 9731 4198 5533 0 
797 9731 4197 5533 0 
798 9730 4197 5532 0 
799 9732 4198 5534 0 
800 9735 4199 5535 0 
801 9734 4197 5536 0 
802 9732 4197 5535 0 
803 9732 4199 5533 0 
804 9734 4199 5534 0 
805 9733 4199 5533 0 
806 9733 4198 5534 0 
807 9733 4200 5532 0 
808 9735 4201 5533 0 
809 9736 4202 5534 0 
810 9734 4202 5531 0 
811 9734 4202 5531 0 
812 9732 4202 5530 0 
813 9734 4202 5531 0 
814 9733 4200 5532 0 
815 9732 4198 5534 0 
816 9731 4199 5532 0 
817 9730 4198 5532 0 
818 9730 4198 5532 0 
819 9732 4197 5534 0 
820 9731 4197 5534 0 
821 9731 4196 5534 0 
822 9732 4196 5536 0 
823 9733 4196 5537 0 
824 9736 4197 5539 0 
825 9736 4196 5539 0 
826 9734 4198 5536 0 
827 9734 4200 5534 0 
828 9735 4200 5535 0 
829 9734 4198 5536 0 
830 9735 4199 5535 0 
831 9735 4198 5536 0 
832 9735 4198 5537 0 
833 9733 4198 5535 0 
834 9732 4198 5533 0 
835 9731 4197 5534 0 
836 9733 4198 5534 0 
837 9734 4196 5538 0 
838 9733 4194 5539 0 
839 9731 4196 5535 0 
840 9730 4196 5534 0 
841 9731 4198 5533 0 
842 9731 4197 5533 0 
843 9733 4197 5535 0 
844 9731 4197 5534 0 
845 9731 4197 5534 0 
846 9732 4197 5534 0 
847 9734 4199 5535 0 
848 9737 4199 5537 0 
849 9735 4197 5537 0 
850 9735 4198 5537 0 
851 9733 4196 5536 0 
852 9733 4195 5537 0 
853 9729 4194 5535 0 
854 9731 4196 5535 0 
855 9730 4195 5534 0 
856 9733 4196 5536 0 
857 9732 4197 5535 0 
858 9734 4199 5535 0 
859 9734 4197 5536 0 
860 9735 4201 5534 0 
861 9736 4203 5532 0 
862 9734 4204 5530 0 
863 9732 4202 5530 0 
864 9732 4202 5530 0 
865 9732 4201 5531 0 
866 9732 4200 5531 0 
867 9732 4200 5531 0 
868 9733 4200 5532 0 
869 9732 4200 5531 0 
870 9733 4204 5529 0 
871 9736 4204 5531 0 
872 9733 4204 5528 0 
873 9733 4203 5530 0 
874 9733 4204 5528 0 
875 9734 4205 5528 0 
876 9733 4204 5529 0 
877 9732 4204 5528 0 
878 9735 4205 5529 0 
879 9733 4204 5529 0 
880 9731 4204 5527 0 
881 9731 4204 5527 0 
882 9731 4204 5527 0 
883 9733 4205 5527 0 
884 9733 4206 5527 0 
885 9734 4206 5528 0 
886 9732 4203 5528 0 
887 9731 4202 5528 0 
888 9729 4201 5528 0 
889 9731 4201 5530 0 
890 9731 4200 5531 0 
891 9731 4198 5532 0 
892 9731 4200 5531 0 
893 9732 4200 5531 0 
894 9732 4201 5531 0 
895 9732 4203 5529 0 
896 9732 4202 5530 0 
897 9732 4202 5529 0 
898 9732 4202 5529 0 
899 9734 4202 5531 0 
900 9732 4202 5529 0 
901 9731 4203 5528 0 
902 9731 4203 5528 0 
903 9733 4204 5529 0 
904 9734 4204 5530 0 
905 9734 4204 5530 0 
906 9734 4203 5531 0 
907 9735 4205 5529 0 
908 9733 4204 5528 0 
909 9732 4206 5526 0 
910 9732 4206 5526 0 
911 9733 4207 5526 0 
912 9733 4209 5524 0 
913 9733 4209 5523 0 
914 9733 4210 5523 0 
915 9735 4208 5526 0 
916 9734 4209 5525 0 
917 9731 4206 5524 0 
918 9731 4210 5521 0 
919 9731 4210 5521 0 
920 9733 4211 5521 0 
921 9733 4211 5522 0 
922 9733 4211 5521 0 
923 9733 4211 5522 0 
924 9733 4211 5521 0 
925 9731 4210 5520 0 
926 9732 4212 5520 0 
927 9732 4213 5518 0 
928 9732 4213 5519 0 
929 9733 4212 5520 0 
930 9735 4215 5520 0 
931 9733 4212 5521 0 
932 9733 4211 5522 0 
933 9734 4211 5523 0 
934 9732 4211 5521 0 
935 9731 4208 5523 0 
936 9729 4208 5521 0 
937 9733 4209 5523 0 
938 9732 4210 5522 0 
939 9732 4208 5523 0 
940 9733 4209 5524 0 
941 9733 4208 5524 0 
942 9733 4209 5523 0 
943 9732 4209 5523 0 
944 9730 4206 5523 0 
945 9732 4208 5523 0 
946 9735 4210 5524 0 
947 9735 4209 5526 0 
948 9735 4209 5526 0 
949 9734 4208 5526 0 
950 9733 4206 5526 0 
951 9732 4206 5525 0 
952 9734 4209 5525 0 
953 9735 4209 5525 0 
954 9734 4208 5525 0 
955 9733 4209 5524 0 
956 9731 4207 5523 0 
957 9734 4210 5524 0 
958 9735 4212 5522 0 
959 9736 4211 5524 0 
960 9733 4209 5523 0 
961 9731 4209 5522 0 
962 9732 4209 5523 0 
963 9732 4208 5524 0 
964 9731 4208 5522 0 
965 9731 4210 5520 0 
966 9730 4209 5520 0 
967 9732 4209 5522 0 
968 9733 4209 5524 0 
969 9732 4205 5527 0 
970 9734 4205 5528 0 
971 9733 4204 5529 0 
972 9735 4205 5529 0 
973 9733 4205 5528 0 
974 9733 4205 5527 0 
975 9734 4207 5527 0 
976 9734 4206 5528 0 
977 9732 4206 5526 0 
978 9732 4206 5525 0 
979 9732 4205 5526 0 
980 9733 4206 5527 0 
981 9735 4207 5528 0 
982 9734 4207 5526 0 
983 9734 4206 5527 0 
984 9734 4206 5527 0 
985 9732 4206 5526 0 
986 9734 4206 5527 0 
987 9733 4206 5527 0 
988 9733 4208 5524 0 
989 9731 4209 5521 0 
990 9731 4211 5520 0 
