#StageNum, TotalCellCount, StemCount, DiffCount, MutantCount
677 8280 3357 4922 0 
678 8279 3361 4918 0 
679 8279 3366 4912 0 
680 8280 3365 4915 0 
681 8280 3362 4917 0 
682 8280 3358 4922 0 
683 8279 3364 4914 0 
684 8280 3364 4915 0 
685 8277 3352 4925 0 
686 8278 3356 4921 0 
687 8279 3362 4917 0 
688 8279 3357 4921 0 
689 8279 3364 4914 0 
690 8279 3362 4917 0 
691 8278 3361 4917 0 
692 8278 3356 4921 0 
693 8280 3345 4934 0 
694 8282 3359 4922 0 
695 8283 3365 4917 0 
696 8283 3372 4911 0 
697 8284 3372 4911 0 
698 8282 3376 4906 0 
699 8282 3371 4910 0 
700 8284 3366 4917 0 
701 8284 3356 4927 0 
702 8285 3367 4917 0 
703 8285 3361 4923 0 
704 8284 3363 4921 0 
705 8285 3367 4917 0 
706 8284 3370 4913 0 
707 8286 3366 4919 0 
708 8286 3367 4918 0 
709 8285 3368 4917 0 
710 8285 3365 4920 0 
711 8286 3365 4921 0 
712 8285 3368 4917 0 
713 8286 3373 4913 0 
714 8287 3379 4908 0 
715 8288 3371 4917 0 
716 8287 3366 4920 0 
717 8286 3362 4924 0 
718 8286 3357 4928 0 
719 8286 3359 4927 0 
720 8284 3360 4923 0 
721 8284 3369 4914 0 
722 8288 3366 4921 0 
723 8286 3371 4915 0 
724 8286 3371 4915 0 
725 8287 3369 4917 0 
726 8286 3370 4916 0 
727 8286 3364 4921 0 
728 8287 3360 4926 0 
729 8288 3360 4928 0 
730 8286 3359 4926 0 
731 8287 3355 4931 0 
732 8287 3365 4921 0 
733 8287 3364 4922 0 
734 8286 3369 4917 0 
735 8286 3368 4917 0 
736 8286 3371 4915 0 
737 8288 3378 4910 0 
738 8289 3366 4923 0 
739 8288 3371 4917 0 
740 8290 3368 4921 0 
741 8289 3376 4913 0 
742 8289 3384 4904 0 
743 8291 3377 4913 0 
744 8292 3366 4925 0 
745 8291 3375 4915 0 
746 8290 3375 4914 0 
747 8290 3384 4906 0 
748 8289 3371 4918 0 
749 8287 3374 4912 0 
750 8289 3382 4907 0 
751 8287 3375 4912 0 
752 8287 3368 4919 0 
753 8288 3375 4913 0 
754 8289 3374 4915 0 
755 8290 3372 4918 0 
756 8289 3369 4920 0 
757 8288 3368 4919 0 
758 8287 3360 4926 0 
759 8290 3355 4934 0 
760 8288 3353 4935 0 
761 8288 3352 4936 0 
762 8288 3362 4926 0 
763 8288 3356 4931 0 
764 8288 3357 4930 0 
765 8286 3349 4937 0 
766 8286 3363 4922 0 
767 8285 3365 4920 0 
768 8283 3360 4923 0 
769 8285 3358 4927 0 
770 8286 3357 4929 0 
771 8288 3365 4922 0 
772 8288 3368 4919 0 
773 8286 3365 4921 0 
774 8287 3370 4916 0 
775 8285 3363 4921 0 
776 8285 3358 4926 0 
777 8285 3352 4933 0 
778 8285 3357 4928 0 
779 8283 3357 4926 0 
780 8286 3358 4927 0 
781 8284 3352 4932 0 
782 8284 3350 4934 0 
783 8283 3358 4924 0 
784 8286 3366 4920 0 
785 8287 3369 4918 0 
786 8287 3374 4913 0 
787 8288 3362 4926 0 
788 8288 3364 4923 0 
789 8287 3360 4926 0 
790 8288 3367 4921 0 
791 8289 3355 4934 0 
792 8289 3348 4941 0 
793 8286 3358 4928 0 
794 8288 3361 4926 0 
795 8287 3358 4928 0 
796 8289 3361 4927 0 
797 8290 3367 4922 0 
798 8291 3369 4921 0 
799 8289 3369 4919 0 
800 8289 3362 4926 0 
801 8287 3365 4921 0 
802 8285 3360 4925 0 
803 8283 3362 4921 0 
804 8285 3366 4918 0 
805 8287 3364 4922 0 
806 8286 3363 4922 0 
807 8288 3370 4918 0 
808 8290 3369 4920 0 
809 8291 3365 4925 0 
810 8289 3366 4922 0 
811 8290 3371 4919 0 
812 8290 3373 4917 0 
813 8288 3369 4919 0 
814 8287 3363 4924 0 
815 8289 3368 4921 0 
816 8288 3369 4918 0 
817 8290 3366 4923 0 
818 8290 3371 4919 0 
819 8290 3365 4924 0 
820 8291 3363 4928 0 
821 8290 3356 4933 0 
822 8291 3365 4925 0 
823 8291 3371 4919 0 
824 8290 3370 4920 0 
825 8289 3369 4920 0 
826 8290 3370 4919 0 
827 8290 3371 4919 0 
828 8291 3367 4924 0 
829 8289 3371 4918 0 
830 8291 3378 4912 0 
831 8291 3376 4915 0 
832 8292 3378 4913 0 
833 8291 3377 4913 0 
834 8291 3383 4907 0 
835 8289 3380 4908 0 
836 8289 3381 4907 0 
837 8289 3378 4910 0 
838 8288 3371 4916 0 
839 8290 3379 4911 0 
840 8292 3369 4922 0 
841 8294 3375 4918 0 
842 8294 3368 4925 0 
843 8292 3370 4921 0 
844 8291 3367 4923 0 
845 8292 3363 4928 0 
846 8291 3371 4919 0 
847 8290 3370 4919 0 
848 8288 3368 4919 0 
849 8289 3372 4916 0 
850 8289 3378 4911 0 
851 8289 3382 4907 0 
852 8288 3372 4916 0 
853 8290 3372 4917 0 
854 8290 3367 4922 0 
855 8290 3365 4924 0 
856 8291 3361 4929 0 
857 8289 3368 4921 0 
858 8290 3366 4924 0 
859 8290 3374 4916 0 
860 8291 3363 4927 0 
861 8289 3367 4922 0 
862 8289 3359 4930 0 
863 8291 3364 4926 0 
864 8291 3365 4926 0 
865 8291 3360 4931 0 
866 8292 3361 4930 0 
867 8290 3350 4939 0 
868 8289 3357 4932 0 
869 8288 3364 4924 0 
870 8290 3370 4919 0 
871 8288 3366 4921 0 
872 8286 3360 4925 0 
873 8288 3364 4923 0 
874 8288 3363 4924 0 
875 8287 3358 4928 0 
876 8286 3359 4927 0 
877 8287 3359 4928 0 
878 8286 3362 4923 0 
879 8288 3359 4929 0 
880 8290 3351 4938 0 
881 8288 3344 4943 0 
882 8288 3341 4946 0 
883 8285 3353 4932 0 
884 8285 3355 4930 0 
885 8285 3353 4931 0 
886 8285 3348 4936 0 
887 8286 3353 4933 0 
888 8285 3350 4935 0 
889 8284 3357 4927 0 
890 8288 3361 4927 0 
891 8287 3364 4923 0 
892 8288 3374 4914 0 
893 8288 3371 4917 0 
894 8288 3372 4916 0 
895 8287 3378 4908 0 
896 8288 3375 4913 0 
897 8289 3376 4913 0 
898 8289 3376 4912 0 
899 8290 3378 4912 0 
900 8291 3370 4921 0 
901 8289 3369 4920 0 
902 8291 3369 4921 0 
903 8291 3362 4928 0 
904 8292 3360 4931 0 
905 8293 3361 4931 0 
906 8291 3358 4932 0 
907 8291 3356 4934 0 
908 8291 3358 4933 0 
909 8290 3358 4932 0 
910 8289 3367 4921 0 
911 8289 3359 4929 0 
912 8289 3360 4929 0 
913 8289 3365 4924 0 
914 8288 3361 4926 0 
915 8289 3364 4924 0 
916 8289 3364 4924 0 
917 8289 3366 4923 0 
918 8288 3367 4921 0 
919 8289 3382 4906 0 
920 8288 3374 4914 0 
921 8289 3375 4913 0 
922 8291 3369 4921 0 
923 8290 3365 4925 0 
924 8289 3363 4925 0 
925 8289 3356 4932 0 
926 8289 3353 4935 0 
927 8289 3355 4933 0 
928 8289 3364 4924 0 
929 8288 3354 4934 0 
930 8289 3358 4931 0 
931 8288 3361 4926 0 
932 8287 3360 4927 0 
933 8288 3363 4925 0 
934 8288 3354 4933 0 
935 8285 3350 4935 0 
936 8285 3348 4936 0 
937 8287 3354 4933 0 
938 8288 3358 4929 0 
939 8287 3352 4935 0 
940 8287 3356 4931 0 
941 8287 3364 4922 0 
942 8288 3372 4915 0 
943 8289 3372 4917 0 
944 8290 3372 4918 0 
945 8290 3371 4918 0 
946 8290 3355 4934 0 
947 8289 3361 4928 0 
948 8289 3365 4923 0 
949 8289 3365 4924 0 
950 8289 3360 4929 0 
951 8289 3364 4925 0 
952 8289 3357 4932 0 
953 8290 3361 4929 0 
954 8290 3358 4931 0 
955 8289 3356 4932 0 
956 8289 3356 4933 0 
957 8287 3357 4930 0 
958 8288 3358 4929 0 
959 8286 3352 4933 0 
960 8285 3349 4935 0 
961 8286 3359 4927 0 
962 8286 3358 4927 0 
963 8287 3355 4931 0 
964 8287 3352 4934 0 
965 8287 3352 4935 0 
966 8287 3364 4923 0 
967 8288 3359 4928 0 
968 8288 3361 4926 0 
969 8287 3363 4924 0 
970 8289 3368 4920 0 
971 8289 3364 4924 0 
972 8289 3369 4920 0 
973 8289 3364 4925 0 
974 8290 3369 4920 0 
975 8290 3366 4923 0 
976 8292 3357 4935 0 
977 8291 3365 4925 0 
978 8291 3351 4939 0 
979 8290 3361 4929 0 
980 8289 3359 4930 0 
981 8290 3363 4927 0 
982 8290 3359 4930 0 
983 8290 3369 4921 0 
984 8288 3375 4913 0 
985 8288 3380 4908 0 
986 8290 3382 4907 0 
987 8288 3381 4907 0 
988 8290 3376 4913 0 
989 8290 3379 4910 0 
990 8290 3380 4910 0 
991 8290 3376 4913 0 
992 8291 3374 4916 0 
993 8290 3372 4918 0 
994 8288 3372 4916 0 
995 8287 3380 4906 0 
996 8287 3371 4915 0 
997 8286 3365 4920 0 
998 8287 3357 4930 0 
999 8286 3353 4932 0 
