#StageNum, CellCount, Sqrt/log, StemCount, DiffCount, MutantCount
0 5 1.6094379124341003 5 0 0
1 14 2.6390573296152584 14 0 0
2 36 3.58351893845611 36 0 0
3 93 4.532599493153256 93 0 0
4 254 5.537334267018537 254 0 0
5 647 6.472346294500901 647 0 0
6 1462 7.2875606403097235 1462 0 0
7 3100 8.039157390473237 3100 0 0
8 5499 8.612321536507814 5499 0 0
9 7596 8.935377071932177 7596 0 0
10 8890 9.09268232850795 8890 0 0
11 9449 9.153664194782626 9449 0 0
12 9734 9.1833801903934 9734 0 0
13 9846 9.194820560318146 9846 0 0
14 9883 9.198571388376184 9883 0 0
15 9894 9.199683791787654 9894 0 0
16 9885 9.198773735604718 9885 0 0
17 9875 9.197761589769323 9875 0 0
18 9893 9.199582715323222 9893 0 0
19 9879 9.198166571044474 9879 0 0
20 9888 9.199077179697472 9888 0 0
21 9887 9.198976041897133 9887 0 0
22 9905 9.20079495913265 9905 0 0
23 9891 9.199380531739841 9891 0 0
24 9899 9.200189020919808 9899 0 0
25 9895 9.199784858036667 9895 0 0
26 9883 9.198571388376184 9883 0 0
27 9889 9.19917830726999 9889 0 0
28 9891 9.199380531739841 9891 0 0
29 9888 9.199077179697472 9888 0 0
30 9906 9.200895913148184 9906 0 0
31 9913 9.201602306032898 9913 0 0
32 9903 9.200593020521303 9903 0 0
33 9890 9.199279424616758 9890 0 0
34 9885 9.198773735604718 9885 0 0
35 9905 9.20079495913265 9905 0 0
36 9897 9.199986959896691 9897 0 0
37 9895 9.199784858036667 9895 0 0
38 9895 9.199784858036667 9895 0 0
39 9889 9.19917830726999 9889 0 0
40 9891 9.199380531739841 9891 0 0
41 9890 9.199279424616758 9890 0 0
42 9886 9.198874893866904 9886 0 0
43 9891 9.199380531739841 9891 0 0
44 9890 9.199279424616758 9890 0 0
45 9889 9.19917830726999 9889 0 0
46 9890 9.199279424616758 9890 0 0
47 9908 9.20109779060925 9908 0 0
48 9891 9.199380531739841 9891 0 0
49 9892 9.199481628641307 9892 0 0
50 9898 9.200087995511831 9898 0 0
51 9881 9.198369000194964 9881 0 0
52 9900 9.20029003612268 9900 0 0
53 9899 9.200189020919808 9899 0 0
54 9893 9.199582715323222 9893 0 0
55 9890 9.199279424616758 9890 0 0
56 9895 9.199784858036667 9895 0 0
57 9890 9.199279424616758 9890 0 0
58 9900 9.20029003612268 9900 0 0
59 9911 9.201400530406708 9911 0 0
60 9901 9.200391041122515 9901 0 0
61 9903 9.200593020521303 9903 0 0
62 9894 9.199683791787654 9894 0 0
63 9900 9.20029003612268 9900 0 0
64 9912 9.201501423308978 9912 0 0
65 9906 9.200895913148184 9906 0 0
66 9901 9.200391041122515 9901 0 0
67 9899 9.200189020919808 9899 0 0
68 9902 9.200492035921368 9902 0 0
69 9911 9.201400530406708 9911 0 0
70 9913 9.201602306032898 9913 0 0
71 9909 9.201198714058899 9909 0 0
72 9907 9.20099685697303 9907 0 0
73 9892 9.199481628641307 9892 0 0
74 9882 9.198470199405696 9882 0 0
75 9895 9.199784858036667 9895 0 0
76 9897 9.199986959896691 9897 0 0
77 9897 9.199986959896691 9897 0 0
78 9911 9.201400530406708 9911 0 0
79 9899 9.200189020919808 9899 0 0
80 9892 9.199481628641307 9892 0 0
81 9897 9.199986959896691 9897 0 0
82 9892 9.199481628641307 9892 0 0
83 9889 9.19917830726999 9889 0 0
84 9880 9.198267790741914 9880 0 0
85 9887 9.198976041897133 9887 0 0
86 9900 9.20029003612268 9900 0 0
87 9903 9.200593020521303 9903 0 0
88 9896 9.199885914072324 9896 0 0
89 9894 9.199683791787654 9894 0 0
90 9899 9.200189020919808 9899 0 0
91 9885 9.198773735604718 9885 0 0
92 9902 9.200492035921368 9902 0 0
93 9897 9.199986959896691 9897 0 0
94 9896 9.199885914072324 9896 0 0
95 9883 9.198571388376184 9883 0 0
96 9881 9.198369000194964 9881 0 0
97 9890 9.199279424616758 9890 0 0
98 9905 9.20079495913265 9905 0 0
99 9920 9.20230820027892 9920 0 0
100 9895 9.199784858036667 9895 0 0
101 9895 9.199784858036667 9895 0 0
102 9871 9.197356444417888 9871 0 0
103 9880 9.198267790741914 9880 0 0
104 9872 9.197457746145169 9872 0 0
105 9882 9.198470199405696 9882 0 0
106 9895 9.199784858036667 9895 0 0
107 9892 9.199481628641307 9892 0 0
108 9868 9.197052477649247 9868 0 0
109 9873 9.19755903761145 9873 0 0
110 9887 9.198976041897133 9887 0 0
111 9885 9.198773735604718 9885 0 0
112 9894 9.199683791787654 9894 0 0
113 9900 9.20029003612268 9900 0 0
114 9897 9.199986959896691 9897 0 0
115 9904 9.200693994924377 9904 0 0
116 9919 9.202207388745993 9919 0 0
117 9894 9.199683791787654 9894 0 0
118 9906 9.200895913148184 9906 0 0
119 9902 9.200492035921368 9902 0 0
120 9894 9.199683791787654 9894 0 0
121 9899 9.200189020919808 9899 0 0
122 9903 9.200593020521303 9903 0 0
123 9898 9.200087995511831 9898 0 0
124 9890 9.199279424616758 9890 0 0
125 9902 9.200492035921368 9902 0 0
126 9907 9.20099685697303 9907 0 0
127 9894 9.199683791787654 9894 0 0
128 9887 9.198976041897133 9887 0 0
129 9889 9.19917830726999 9889 0 0
130 9891 9.199380531739841 9891 0 0
131 9894 9.199683791787654 9894 0 0
132 9899 9.200189020919808 9899 0 0
133 9917 9.202005735186125 9917 0 0
134 9913 9.201602306032898 9913 0 0
135 9893 9.199582715323222 9893 0 0
136 9897 9.199986959896691 9897 0 0
137 9911 9.201400530406708 9911 0 0
138 9914 9.20170317858052 9914 0 0
139 9910 9.201299627324033 9910 0 0
140 9889 9.19917830726999 9889 0 0
141 9894 9.199683791787654 9894 0 0
142 9905 9.20079495913265 9905 0 0
143 9897 9.199986959896691 9897 0 0
144 9904 9.200693994924377 9904 0 0
145 9899 9.200189020919808 9899 0 0
146 9886 9.198874893866904 9886 0 0
147 9895 9.199784858036667 9895 0 0
148 9905 9.20079495913265 9905 0 0
149 9913 9.201602306032898 9913 0 0
150 9911 9.201400530406708 9911 0 0
151 9895 9.199784858036667 9895 0 0
152 9894 9.199683791787654 9894 0 0
153 9889 9.19917830726999 9889 0 0
154 9894 9.199683791787654 9894 0 0
155 9910 9.201299627324033 9910 0 0
156 9893 9.199582715323222 9893 0 0
157 9889 9.19917830726999 9889 0 0
158 9906 9.200895913148184 9906 0 0
159 9909 9.201198714058899 9909 0 0
160 9897 9.199986959896691 9897 0 0
161 9910 9.201299627324033 9910 0 0
162 9907 9.20099685697303 9907 0 0
163 9910 9.201299627324033 9910 0 0
164 9905 9.20079495913265 9905 0 0
165 9908 9.20109779060925 9908 0 0
166 9891 9.199380531739841 9891 0 0
167 9897 9.199986959896691 9897 0 0
168 9903 9.200593020521303 9903 0 0
169 9879 9.198166571044474 9879 0 0
170 9881 9.198369000194964 9881 0 0
171 9888 9.199077179697472 9888 0 0
172 9883 9.198571388376184 9883 0 0
173 9894 9.199683791787654 9894 0 0
174 9890 9.199279424616758 9890 0 0
175 9892 9.199481628641307 9892 0 0
176 9904 9.200693994924377 9904 0 0
177 9914 9.20170317858052 9914 0 0
178 9882 9.198470199405696 9882 0 0
179 9888 9.199077179697472 9888 0 0
180 9899 9.200189020919808 9899 0 0
181 9906 9.200895913148184 9906 0 0
182 9880 9.198267790741914 9880 0 0
183 9874 9.197660318818809 9874 0 0
184 9878 9.19806534110057 9878 0 0
185 9895 9.199784858036667 9895 0 0
186 9910 9.201299627324033 9910 0 0
187 9884 9.1986725671085 9884 0 0
188 9895 9.199784858036667 9895 0 0
189 9893 9.199582715323222 9893 0 0
190 9881 9.198369000194964 9881 0 0
191 9883 9.198571388376184 9883 0 0
192 9888 9.199077179697472 9888 0 0
193 9899 9.200189020919808 9899 0 0
194 9887 9.198976041897133 9887 0 0
195 9896 9.199885914072324 9896 0 0
196 9896 9.199885914072324 9896 0 0
197 9885 9.198773735604718 9885 0 0
198 9887 9.198976041897133 9887 0 0
199 9911 9.201400530406708 9911 0 0
200 9912 9.201501423308978 9912 0 0
