#StageNum, CellCount, Sqrt/log, StemCount, DiffCount, MutantCount
0 5 2.23606797749979 5 0 0
1 9 3.0 9 0 0
2 15 3.872983346207417 15 0 0
3 31 5.5677643628300215 31 0 0
4 42 6.48074069840786 42 0 0
5 56 7.483314773547883 56 0 0
6 74 8.602325267042627 74 0 0
7 95 9.746794344808963 95 0 0
8 108 10.392304845413264 108 0 0
9 131 11.445523142259598 131 0 0
10 167 12.922847983320086 167 0 0
11 194 13.92838827718412 194 0 0
12 223 14.933184523068078 223 0 0
13 248 15.748015748023622 248 0 0
14 279 16.703293088490067 279 0 0
15 325 18.027756377319946 325 0 0
16 387 19.672315572906 387 0 0
17 450 21.213203435596427 450 0 0
18 515 22.693611435820433 515 0 0
19 569 23.853720883753127 569 0 0
20 642 25.337718918639855 642 0 0
21 696 26.38181191654584 696 0 0
22 759 27.54995462791182 759 0 0
23 827 28.75760768909681 827 0 0
24 902 30.033314835362415 902 0 0
25 968 31.11269837220809 968 0 0
26 1040 32.2490309931942 1040 0 0
27 1102 33.19638534539566 1102 0 0
28 1177 34.307433596816885 1177 0 0
29 1266 35.58089374931439 1266 0 0
30 1378 37.12142238654117 1378 0 0
31 1478 38.44476557348217 1478 0 0
32 1579 39.736632972611055 1579 0 0
33 1663 40.779897008207364 1663 0 0
34 1752 41.8568990729127 1752 0 0
35 1853 43.04648650006177 1853 0 0
36 1948 44.13615298142782 1948 0 0
37 2042 45.18849411078001 2042 0 0
38 2135 46.20606020859169 2135 0 0
39 2233 47.25462940284264 2233 0 0
40 2362 48.60041152089147 2362 0 0
41 2473 49.72926703662542 2473 0 0
42 2566 50.65570056765576 2566 0 0
43 2696 51.92301994298868 2696 0 0
44 2811 53.018864567246254 2811 0 0
45 2929 54.120236510939236 2929 0 0
46 3075 55.452682532047085 3075 0 0
47 3200 56.568542494923804 3200 0 0
48 3367 58.02585630561603 3367 0 0
49 3504 59.19459434779497 3504 0 0
50 3683 60.687725282795036 3683 0 0
51 3856 62.0966987850401 3856 0 0
52 4003 63.26926584053272 4003 0 0
53 4188 64.71475874945375 4188 0 0
54 4326 65.7723346096214 4326 0 0
55 4502 67.09694478886502 4502 0 0
56 4658 68.24954212300622 4658 0 0
57 4810 69.35416353759881 4810 0 0
58 4994 70.66823897621902 4994 0 0
59 5185 72.00694410957877 5185 0 0
60 5360 73.2120208708925 5360 0 0
61 5532 74.3774159271482 5532 0 0
62 5636 75.07329751649384 5636 0 0
63 5796 76.13146524269712 5796 0 0
64 5912 76.88953114696434 5912 0 0
65 6053 77.80102827083971 6053 0 0
66 6173 78.56844150166147 6173 0 0
67 6309 79.42921376924235 6309 0 0
68 6422 80.1373820385967 6422 0 0
69 6530 80.8084154033477 6530 0 0
70 6615 81.33265027035576 6615 0 0
71 6735 82.06704576137733 6735 0 0
72 6824 82.60750571225353 6824 0 0
73 6919 83.18052656722004 6919 0 0
74 7034 83.86894538504703 7034 0 0
75 7131 84.44524853418338 7131 0 0
76 7190 84.7938677028003 7190 0 0
77 7282 85.33463540673272 7282 0 0
78 7362 85.80209787645055 7362 0 0
79 7450 86.31338250816034 7450 0 0
80 7567 86.98850498772812 7567 0 0
81 7691 87.69834662067467 7691 0 0
82 7785 88.23264701911646 7785 0 0
83 7868 88.70174744614674 7868 0 0
84 7930 89.05054744357274 7930 0 0
85 7993 89.40357934669059 7993 0 0
86 8080 89.88882021697692 8080 0 0
87 8152 90.2884267223657 8152 0 0
88 8244 90.79647570252934 8244 0 0
89 8341 91.32907532653553 8341 0 0
90 8389 91.59148432032315 8389 0 0
91 8441 91.87491496594704 8441 0 0
92 8502 92.2062904578641 8502 0 0
93 8535 92.38506372785592 8535 0 0
94 8592 92.69304181005174 8592 0 0
95 8648 92.99462350050136 8648 0 0
96 8694 93.24162160752032 8694 0 0
97 8733 93.45052166788584 8733 0 0
98 8774 93.66963221877195 8774 0 0
99 8818 93.90420650854784 8818 0 0
100 8844 94.04254356406997 8844 0 0
101 8861 94.13288479590966 8861 0 0
102 8907 94.37690395430441 8907 0 0
103 8934 94.51983918733676 8934 0 0
104 8967 94.69424480928078 8967 0 0
105 9004 94.88940931421166 9004 0 0
106 9031 95.03157370053387 9031 0 0
107 9076 95.26804291051643 9076 0 0
108 9110 95.44631999192006 9110 0 0
109 9131 95.55626614722867 9131 0 0
110 9155 95.68176419778223 9155 0 0
111 9172 95.77055915050303 9172 0 0
112 9180 95.81231653602788 9180 0 0
113 9207 95.95311355031686 9207 0 0
114 9228 96.06247966818262 9228 0 0
115 9251 96.18211892030659 9251 0 0
116 9270 96.28083921528727 9270 0 0
117 9281 96.33794683301072 9281 0 0
118 9304 96.45724441429995 9304 0 0
119 9338 96.63332758422428 9338 0 0
120 9348 96.68505572217457 9348 0 0
121 9377 96.83491106000976 9377 0 0
122 9397 96.93812459502195 9397 0 0
123 9414 97.02576977277738 9414 0 0
124 9415 97.03092290605093 9415 0 0
125 9445 97.18538984847466 9445 0 0
126 9443 97.17509969122749 9443 0 0
127 9468 97.30364844136113 9468 0 0
128 9462 97.27281223445738 9462 0 0
129 9471 97.31906288081488 9471 0 0
130 9465 97.28823155962904 9465 0 0
131 9493 97.43202758846806 9493 0 0
132 9504 97.48846085563153 9504 0 0
133 9519 97.56536270623914 9519 0 0
134 9523 97.58585963140357 9523 0 0
135 9542 97.68316129200569 9542 0 0
136 9543 97.68827974736786 9543 0 0
137 9554 97.74456506629922 9554 0 0
138 9586 97.9081201943945 9586 0 0
139 9605 98.00510190801293 9605 0 0
140 9615 98.05610638812863 9615 0 0
141 9628 98.12237257628864 9628 0 0
142 9636 98.16312953446422 9636 0 0
143 9652 98.24459272652109 9652 0 0
144 9655 98.2598595561789 9655 0 0
145 9662 98.29547293746543 9662 0 0
146 9679 98.38190890605854 9679 0 0
147 9693 98.45303448853164 9693 0 0
148 9703 98.50380703302791 9703 0 0
149 9712 98.54947995803936 9712 0 0
150 9716 98.56977224281286 9716 0 0
151 9728 98.63062404750362 9728 0 0
152 9732 98.6508996411082 9732 0 0
153 9744 98.71170143402453 9744 0 0
154 9772 98.85342685005918 9772 0 0
155 9783 98.90904913100722 9783 0 0
156 9787 98.92926766129425 9787 0 0
157 9788 98.93432164825309 9788 0 0
158 9811 99.05049217444606 9811 0 0
159 9815 99.0706818387761 9815 0 0
160 9798 98.98484732523458 9798 0 0
161 9829 99.14131328563285 9829 0 0
162 9848 99.23708984044222 9848 0 0
163 9829 99.14131328563285 9829 0 0
164 9838 99.18669265581951 9838 0 0
165 9834 99.16652661054536 9834 0 0
166 9838 99.18669265581951 9838 0 0
167 9844 99.2169340384997 9844 0 0
168 9851 99.25220400575496 9851 0 0
169 9858 99.2874614440313 9858 0 0
170 9839 99.1917335265394 9839 0 0
171 9855 99.27235264664579 9855 0 0
172 9852 99.25724154942047 9852 0 0
173 9854 99.26731586982696 9854 0 0
174 9837 99.18165152889924 9837 0 0
175 9870 99.34787365615834 9870 0 0
176 9837 99.18165152889924 9837 0 0
177 9862 99.30760293149764 9862 0 0
178 9850 99.24716620639605 9850 0 0
179 9863 99.31263766510283 9863 0 0
180 9858 99.2874614440313 9858 0 0
181 9864 99.31767214348109 9864 0 0
182 9878 99.38812806366765 9878 0 0
183 9875 99.37303457175895 9875 0 0
184 9893 99.46356116689167 9893 0 0
185 9882 99.40824915468535 9882 0 0
186 9864 99.31767214348109 9864 0 0
187 9867 99.3327740476425 9867 0 0
188 9872 99.35793878699377 9872 0 0
189 9864 99.31767214348109 9864 0 0
190 9867 99.3327740476425 9867 0 0
191 9859 99.29249719893241 9859 0 0
192 9857 99.28242543370907 9857 0 0
193 9857 99.28242543370907 9857 0 0
194 9869 99.34284070832683 9869 0 0
195 9878 99.38812806366765 9878 0 0
196 9870 99.34787365615834 9870 0 0
197 9880 99.39818911831343 9880 0 0
198 9879 99.39315871829409 9879 0 0
199 9879 99.39315871829409 9879 0 0
200 9864 99.31767214348109 9864 0 0
